geoid,avg_pickups
360050019001,6.919442552409372e-05
360050051002,6.919442552409372e-05
360050197004,6.486977392883786e-05
360050235011,6.703209972646579e-05
360050256001,6.919442552409372e-05
360050421001,6.703209972646579e-05
360470001003,0.00013838885104818744
360470001004,6.919442552409372e-05
360470003015,6.486977392883786e-05
360470005011,7.135675132172165e-05
360470005022,6.919442552409372e-05
360470007001,0.00013838885104818744
360470007002,7.135675132172165e-05
360470007003,0.00035678375660860823
360470009001,0.0002854270052868866
360470009002,0.00021407025396516494
360470011001,0.0004994972592520515
360470013001,0.0005708540105737732
360470015001,0.00013838885104818744
360470015003,0.0004281405079303299
360470018001,5.8382796535954075e-05
360470021001,0.00020758327657228114
360470021002,0.00020758327657228114
360470031003,0.00016217443482209465
360470033002,0.0002767777020963749
360470035001,0.0004151665531445623
360470037001,0.00020758327657228114
360470039001,0.00013838885104818744
360470039003,6.919442552409372e-05
360470041001,0.00013838885104818744
360470041003,6.919442552409372e-05
360470043002,6.919442552409372e-05
360470043003,0.00013406419945293158
360470043004,0.00034597212762046856
360470045001,0.00021407025396516494
360470047001,0.0001427135026434433
360470053003,6.919442552409372e-05
360470063002,6.919442552409372e-05
360470065001,6.919442552409372e-05
360470065002,6.703209972646579e-05
360470065003,6.703209972646579e-05
360470065004,6.486977392883786e-05
360470065006,6.919442552409372e-05
360470065007,6.919442552409372e-05
360470067001,6.919442552409372e-05
360470067002,6.919442552409372e-05
360470067005,6.919442552409372e-05
360470069001,6.919442552409372e-05
360470069002,0.00020758327657228114
360470069003,6.919442552409372e-05
360470069004,7.135675132172165e-05
360470071003,6.703209972646579e-05
360470075004,6.919442552409372e-05
360470075005,0.00025947909571535146
360470077003,6.919442552409372e-05
360470080002,0.00013838885104818744
360470084001,6.919442552409372e-05
360470084002,6.919442552409372e-05
360470084003,6.919442552409372e-05
360470119002,0.00013838885104818744
360470119003,0.00013838885104818744
360470121001,0.0001427135026434433
360470127001,6.919442552409372e-05
360470129011,0.00020758327657228114
360470129021,0.0002767777020963749
360470129022,6.919442552409372e-05
360470129023,6.703209972646579e-05
360470131001,0.00021407025396516494
360470131002,6.919442552409372e-05
360470131003,0.00020758327657228114
360470131004,6.919442552409372e-05
360470133002,0.00020109629917939735
360470133003,6.919442552409372e-05
360470135002,6.919442552409372e-05
360470137003,0.00020758327657228114
360470139001,6.919442552409372e-05
360470139004,6.703209972646579e-05
360470141001,6.919442552409372e-05
360470145003,6.919442552409372e-05
360470149001,6.919442552409372e-05
360470153003,6.919442552409372e-05
360470161001,6.919442552409372e-05
360470161002,6.919442552409372e-05
360470161003,0.00034597212762046856
360470163001,6.919442552409372e-05
360470177001,5.4058144940698213e-05
360470183001,0.00013838885104818744
360470183002,6.919442552409372e-05
360470187001,7.135675132172165e-05
360470191002,6.919442552409372e-05
360470193002,6.919442552409372e-05
360470195002,6.919442552409372e-05
360470195004,6.919442552409372e-05
360470197004,0.00013838885104818744
360470199002,6.919442552409372e-05
360470199003,0.00013406419945293158
360470201002,6.919442552409372e-05
360470203001,6.919442552409372e-05
360470205002,6.919442552409372e-05
360470207001,0.00013838885104818744
360470207002,6.919442552409372e-05
360470215004,6.919442552409372e-05
360470217002,0.00013838885104818744
360470219002,6.919442552409372e-05
360470219003,6.919442552409372e-05
360470221003,6.919442552409372e-05
360470227002,0.0001427135026434433
360470229001,6.919442552409372e-05
360470231001,6.919442552409372e-05
360470235001,7.135675132172165e-05
360470241001,6.919442552409372e-05
360470243001,6.919442552409372e-05
360470245004,0.00013838885104818744
360470247001,6.486977392883786e-05
360470249004,6.919442552409372e-05
360470253002,6.919442552409372e-05
360470267001,6.919442552409372e-05
360470267003,7.135675132172165e-05
360470269001,6.919442552409372e-05
360470269002,6.919442552409372e-05
360470295002,6.919442552409372e-05
360470297001,6.919442552409372e-05
360470297002,6.919442552409372e-05
360470317013,6.919442552409372e-05
360470367002,6.703209972646579e-05
360470385002,6.919442552409372e-05
360470389001,6.919442552409372e-05
360470389003,6.703209972646579e-05
360470391001,6.703209972646579e-05
360470391002,0.00013406419945293158
360470393002,0.00020758327657228114
360470395003,6.919442552409372e-05
360470425001,6.703209972646579e-05
360470427001,6.919442552409372e-05
360470427002,6.919442552409372e-05
360470431003,6.703209972646579e-05
360470449003,6.919442552409372e-05
360470449004,0.00011676559307190815
360470453001,0.00013406419945293158
360470453002,6.703209972646579e-05
360470477001,6.919442552409372e-05
360470481003,0.00013406419945293158
360470485002,7.135675132172165e-05
360470486001,6.919442552409372e-05
360470490002,6.919442552409372e-05
360470491001,6.919442552409372e-05
360470491002,6.703209972646579e-05
360470491003,6.486977392883786e-05
360470493002,0.00013406419945293158
360470493004,6.486977392883786e-05
360470495001,0.00020758327657228114
360470495003,6.919442552409372e-05
360470497002,0.00013838885104818744
360470497003,6.919442552409372e-05
360470501003,0.00034597212762046856
360470505003,6.703209972646579e-05
360470507001,7.135675132172165e-05
360470510023,6.703209972646579e-05
360470511002,6.703209972646579e-05
360470513001,0.00013838885104818744
360470513002,6.919442552409372e-05
360470513003,6.703209972646579e-05
360470515001,0.00021407025396516494
360470517001,7.135675132172165e-05
360470517002,6.919442552409372e-05
360470519001,0.00020758327657228114
360470519002,0.00013406419945293158
360470519003,0.0012454996594336869
360470523002,0.00026812839890586317
360470523003,0.00034597212762046856
360470523004,0.00019460932178651358
360470523005,6.270744813120992e-05
360470525001,0.00013406419945293158
360470527004,0.00020109629917939735
360470529001,6.919442552409372e-05
360470529003,0.00013406419945293158
360470533003,6.919442552409372e-05
360470549001,0.0001427135026434433
360470549002,0.0004692246980852605
360470551001,6.703209972646579e-05
360470551002,0.00013838885104818744
360470551003,6.703209972646579e-05
360470551004,6.919442552409372e-05
360470553001,0.0007611386807650309
360470553002,0.0005535554041927498
360470553003,0.00034597212762046856
360470555001,0.0006422107618954948
360470557001,6.919442552409372e-05
360470557002,0.0004021925983587947
360470561003,6.919442552409372e-05
360470563002,6.703209972646579e-05
360470565001,6.919442552409372e-05
360470565003,0.00020758327657228114
360470569001,0.00026812839890586317
360470569002,6.919442552409372e-05
360470571003,0.00013838885104818744
360470571004,6.703209972646579e-05
360470575003,6.919442552409372e-05
360470578001,6.919442552409372e-05
360470589002,6.919442552409372e-05
360470626002,6.919442552409372e-05
360470796012,6.703209972646579e-05
360470880001,6.919442552409372e-05
360470888003,6.703209972646579e-05
360610002012,6.703209972646579e-05
360610006001,0.00019460932178651358
360610006003,0.00026812839890586317
360610007001,0.005993967111024618
360610008001,6.703209972646579e-05
360610008006,0.00013406419945293158
360610009001,0.003781907820051247
360610010022,6.703209972646579e-05
360610013001,0.0031396970581557522
360610013002,0.0015698485290778761
360610014011,6.919442552409372e-05
360610014021,0.0005362567978117263
360610014022,0.00013406419945293158
360610015011,0.0005708540105737732
360610015012,0.00021407025396516494
360610015013,0.0009730466089325679
360610015021,0.0007849242645389381
360610015022,0.0027115565502254225
360610016001,0.0006703209972646579
360610016003,6.703209972646579e-05
360610016004,0.0004021925983587947
360610016005,0.00026812839890586317
360610018001,0.00025947909571535146
360610018002,0.0014747061939822473
360610018003,0.003150508687143892
360610018004,0.00019460932178651358
360610018005,0.0012736098948028499
360610018006,0.00026812839890586317
360610018007,0.0005362567978117263
360610020001,0.00013406419945293158
360610020003,0.00013406419945293158
360610021001,0.004428443233541998
360610021002,0.001427135026434433
360610022011,6.703209972646579e-05
360610022013,6.703209972646579e-05
360610022014,6.703209972646579e-05
360610022021,0.0006919442552409371
360610026011,0.00013838885104818744
360610026012,0.00020758327657228114
360610026021,0.00034597212762046856
360610026022,0.0007611386807650309
360610027001,0.0006422107618954948
360610028001,0.00013406419945293158
360610028002,0.00019460932178651358
360610028003,0.0006703209972646579
360610028004,0.00013838885104818744
360610029001,0.0004692246980852605
360610029002,6.703209972646579e-05
360610029003,0.0010725135956234527
360610029004,0.0006919442552409371
360610030011,0.0032175407868703576
360610030012,0.002815348188511563
360610030013,0.0004692246980852605
360610030014,0.0008043851967175894
360610030021,0.0010703512698258246
360610030022,0.0022790913906998366
360610031001,0.002782913301547144
360610032001,0.0017298606381023428
360610032002,0.0005362567978117263
360610032003,0.0014530829360059681
360610032004,0.000484360978668656
360610032005,0.0004021925983587947
360610032006,0.0009276377671823814
360610032007,0.0016217443482209465
360610033001,0.0020066383401987175
360610033002,0.0029191398267977035
360610033003,0.0024909993188673737
360610034001,0.0006703209972646579
360610034002,0.0006227498297168434
360610034003,0.0016087703934351788
360610034004,0.0016758024931616447
360610036011,0.00026812839890586317
360610036012,0.00013838885104818744
360610036013,0.0021450271912469053
360610036021,0.0006227498297168434
360610036022,0.0029061658720119362
360610037001,0.0013146940849577805
360610037002,0.001937443914674624
360610037003,0.0031137491485842173
360610038001,0.0023526104678191864
360610038002,0.0008043851967175894
360610038003,0.0021450271912469053
360610038004,0.0007373530969911236
360610038005,0.0010725135956234527
360610038006,0.0004692246980852605
360610038007,0.0007373530969911236
360610039001,0.0012454996594336869
360610039002,0.0021450271912469053
360610039003,0.0004692246980852605
360610039004,0.0032845728865968237
360610040001,0.0025601937443914674
360610040002,0.000968721957337312
360610040003,0.002480187689879234
360610040004,0.0007373530969911236
360610040005,0.0008303331062891246
360610040006,0.0012065777950763842
360610041001,0.000938449396170521
360610041002,0.00020758327657228114
360610041003,0.0004021925983587947
360610041004,0.0006919442552409371
360610041005,0.0006227498297168434
360610041006,0.0018098666926145762
360610042001,0.0032824105607991956
360610042002,0.0011763052339095932
360610043001,0.00242180489334328
360610043002,0.0006703209972646579
360610043003,0.0039548938838614815
360610044001,0.0004692246980852605
360610044002,0.00026812839890586317
360610044003,0.00033516049863232893
360610044005,0.0004021925983587947
360610044006,0.00025947909571535146
360610044007,0.0020109629917939736
360610044008,0.00033516049863232893
360610045001,0.004290054382493811
360610047001,0.0011763052339095932
360610047002,0.0029061658720119362
360610048001,0.0006919442552409371
360610048002,0.000484360978668656
360610048003,0.00020758327657228114
360610048004,0.0011395456953499183
360610048005,0.0022834160422950927
360610048006,0.0012065777950763842
360610048007,0.00021623257976279285
360610049001,0.003598110127252873
360610049002,0.0011763052339095932
360610049003,0.0013146940849577805
360610050001,0.0017298606381023428
360610050002,0.001937443914674624
360610050003,0.0024909993188673737
360610050004,0.0010379163828614058
360610050005,0.0006227498297168434
360610052001,0.005743137318499778
360610052002,0.002996983555512309
360610054001,0.004636026510114279
360610054002,0.0008303331062891246
360610054003,0.0008303331062891246
360610055011,0.0020066383401987175
360610055012,0.00020109629917939735
360610055013,0.0004692246980852605
360610055021,0.0024909993188673737
360610055022,0.004428443233541998
360610056001,0.005161471678937866
360610056002,0.00297536029753603
360610056003,0.0008714172964440553
360610057001,0.0017298606381023428
360610057002,0.002836971446487842
360610058001,0.009704518179754144
360610059001,0.0011071108083854995
360610059002,0.00034597212762046856
360610059003,0.00020758327657228114
360610059004,0.00038921864357302716
360610059005,0.000484360978668656
360610060001,0.00020109629917939735
360610060002,0.0004021925983587947
360610060003,0.0002767777020963749
360610061001,0.0013146940849577805
360610061002,0.0010379163828614058
360610061003,0.0035289157017287793
360610062001,0.002815348188511563
360610062002,6.919442552409372e-05
360610063001,0.0015222773615300618
360610063002,0.0010379163828614058
360610063003,0.0011763052339095932
360610063004,0.0008995275318132183
360610063005,0.0008995275318132183
360610064001,0.0020066383401987175
360610064002,0.0010379163828614058
360610064003,0.0004021925983587947
360610064004,0.0006032888975381921
360610064005,0.0008562810158606598
360610064006,0.00026812839890586317
360610065001,0.004566832084590185
360610065002,0.0016758024931616447
360610065003,0.0021450271912469053
360610065004,0.0017298606381023428
360610065005,0.0010725135956234527
360610066001,0.0006032888975381921
360610066002,0.00025947909571535146
360610066003,0.00034597212762046856
360610066004,0.0010379163828614058
360610066005,0.00034597212762046856
360610066007,0.0004021925983587947
360610066008,0.00031353724065604963
360610066009,0.000121090244667164
360610067001,0.0016606662125782492
360610067002,0.0020758327657228117
360610067003,0.0008714172964440553
360610067004,0.0013146940849577805
360610068001,0.00242180489334328
360610068002,0.000938449396170521
360610068003,0.0021450271912469053
360610068004,0.0016087703934351788
360610068005,0.0011763052339095932
360610068006,0.0007611386807650309
360610069001,0.0026401997989037008
360610070001,0.00242180489334328
360610070002,0.0018682494891505304
360610070003,0.0010054814958969868
360610070004,0.0002767777020963749
360610070005,0.000484360978668656
360610070006,0.00033516049863232893
360610071001,0.0011027861567902437
360610071002,0.0004151665531445623
360610071003,0.0017990550636264365
360610071004,0.0011071108083854995
360610071005,0.0019439308920675077
360610072001,0.000484360978668656
360610072002,0.0024909993188673737
360610072003,0.0022834160422950927
360610072004,0.0014747061939822473
360610072005,0.000968721957337312
360610072006,0.0006703209972646579
360610072007,0.0008303331062891246
360610073001,0.0010054814958969868
360610073002,0.0010725135956234527
360610073003,0.0006703209972646579
360610073004,0.0024909993188673737
360610073005,6.703209972646579e-05
360610073006,0.0035289157017287793
360610074001,0.0023526104678191864
360610074002,0.0013146940849577805
360610074003,0.003390526850680592
360610075001,0.0008303331062891246
360610075002,0.000484360978668656
360610075003,0.0016758024931616447
360610076001,0.007957358935270777
360610076002,0.003182943574108311
360610077001,0.0027677770209637484
360610077002,0.000968721957337312
360610077003,0.0020066383401987175
360610077004,0.0011763052339095932
360610077005,0.00034597212762046856
360610078001,0.0005362567978117263
360610078002,0.0007611386807650309
360610078003,0.00020109629917939735
360610078004,0.0007611386807650309
360610078005,0.000454088417501865
360610078006,0.0005535554041927498
360610078007,0.0004151665531445623
360610079001,0.007976819867449428
360610079002,0.0006227498297168434
360610079003,0.0008303331062891246
360610079004,0.004359248808017904
360610080001,0.003736498978301061
360610080002,0.003390526850680592
360610080003,0.000484360978668656
360610080004,0.0017298606381023428
360610080005,0.0006919442552409371
360610081001,0.0011071108083854995
360610081002,0.0013146940849577805
360610081003,0.00034597212762046856
360610081004,0.0010054814958969868
360610081005,0.0012454996594336869
360610081006,0.0015914717870541555
360610082001,0.0069886369779334654
360610082002,0.0015914717870541555
360610082003,0.0013838885104818742
360610083001,0.0020758327657228117
360610083002,0.004566832084590185
360610083003,0.005604748467451591
360610084001,0.0014055117684581536
360610084002,0.005258776339831122
360610086011,0.0004281405079303299
360610086012,0.0008043851967175894
360610086021,0.00048652330446628393
360610086031,0.0004151665531445623
360610086032,0.000484360978668656
360610086033,0.00013838885104818744
360610086034,0.0006422107618954948
360610087001,0.003598110127252873
360610087002,0.00090817683500373
360610087003,0.0006227498297168434
360610087004,0.0004692246980852605
360610087005,0.0008043851967175894
360610088001,0.003736498978301061
360610088002,0.0005362567978117263
360610088003,0.000484360978668656
360610088004,0.00013406419945293158
360610088005,0.0005535554041927498
360610088006,0.000484360978668656
360610089001,0.00034597212762046856
360610089002,0.000938449396170521
360610089003,0.0006919442552409371
360610089004,0.000968721957337312
360610089005,0.00034597212762046856
360610090001,0.002836971446487842
360610090002,0.000484360978668656
360610090003,0.0006703209972646579
360610090004,0.00034597212762046856
360610090005,0.0012065777950763842
360610090006,0.0008714172964440553
360610091001,0.002836971446487842
360610091002,0.0017298606381023428
360610091003,0.0014422713070178284
360610091004,0.0010054814958969868
360610092001,0.016122301147113837
360610093001,0.0004692246980852605
360610093002,0.0015417382937087131
360610093003,0.0005535554041927498
360610093004,0.000454088417501865
360610093005,0.0006227498297168434
360610093006,0.00026812839890586317
360610093007,0.0006032888975381921
360610094001,0.008692549706464273
360610095001,0.00392462132269469
360610095002,0.0029061658720119362
360610096001,0.0074038035310780275
360610097001,0.0004281405079303299
360610097002,0.0008433070610748922
360610097003,6.919442552409372e-05
360610097004,0.000484360978668656
360610098001,0.0009730466089325679
360610098002,0.0032845728865968237
360610098003,0.0024909993188673737
360610098004,0.0010725135956234527
360610098005,0.0007611386807650309
360610098006,0.0013146940849577805
360610098007,0.0007373530969911236
360610099001,0.011131653206188577
360610100001,0.005051193063258842
360610100002,0.008206026401997989
360610101001,0.02133566864519477
360610102001,0.010524039657055128
360610103001,0.004709545587233629
360610104001,0.008348739904641432
360610106011,0.00038921864357302716
360610106012,0.00026812839890586317
360610106013,0.0002767777020963749
360610106014,0.0005189581914307029
360610106015,6.919442552409372e-05
360610106016,0.00025947909571535146
360610106021,0.0005535554041927498
360610106022,0.0013146940849577805
360610106023,0.00013406419945293158
360610108001,0.0004021925983587947
360610108002,0.0004692246980852605
360610108003,0.00034597212762046856
360610108004,0.0009730466089325679
360610108005,0.0004021925983587947
360610108006,0.0016606662125782492
360610108007,0.0020066383401987175
360610109001,0.006781053701361184
360610110001,0.00026812839890586317
360610110002,0.0002767777020963749
360610110003,0.0022834160422950927
360610110004,0.0006032888975381921
360610110005,6.703209972646579e-05
360610110006,0.0010379163828614058
360610111001,0.0030164444876909606
360610111002,0.000484360978668656
360610111003,0.0008714172964440553
360610112011,0.006711859275837091
360610112021,0.00595072059507206
360610112031,0.0022834160422950927
360610112032,0.002659660731082352
360610113001,0.010932719232806807
360610114011,0.0027677770209637484
360610114012,0.0015222773615300618
360610114021,0.002836971446487842
360610114022,0.0023461234904263027
360610115001,0.005993967111024618
360610115002,0.001937443914674624
360610116001,0.0030445547230601236
360610116002,0.00020758327657228114
360610116003,0.00013406419945293158
360610117001,0.0017990550636264365
360610118001,0.0006227498297168434
360610118002,0.0004021925983587947
360610118003,0.0004021925983587947
360610118004,0.0004151665531445623
360610118005,0.0004151665531445623
360610118006,0.0004692246980852605
